image_conf_Calculus,image_conf_Caries,image_conf_Gingivitis,image_conf_Hypodontia,image_conf_Mouth_Ulcer,image_conf_Oral_cancer,image_conf_Tooth Discoloration,text_conf_Calculus,text_conf_Caries,text_conf_Gingivitis,text_conf_Hypodontia,text_conf_Mouth_Ulcer,text_conf_Oral_cancer,text_conf_Tooth Discoloration,true_label
0.7719704,0.14844862,0.055063356,0.020229084,4.3398988e-05,0.0013232081,0.0029219193,0.5237575103814865,0.046216372853478925,0.04787732467933161,0.1116667023780318,0.10347108853625656,0.0744126257253519,0.09259837544606266,Calculus
0.43902498,0.015252792,0.44621024,0.0077750855,0.00021321233,0.008241219,0.0832825,0.46494319320919836,0.029919567894161857,0.33791954069782676,0.0655078741049691,0.023581402257917376,0.020317856638358663,0.05781056519756805,Calculus
0.9145268,0.00066394085,0.06726883,0.00079857284,0.004624486,0.011219997,0.00089735154,0.2788535987853825,0.054775754699316885,0.04038175864367517,0.06982236427283402,0.06729985204787603,0.08440693346259696,0.40445973808831837,Calculus
0.41008735,0.00032640737,0.58859813,8.979534e-05,7.1577233e-07,0.00075931463,0.00013826207,0.6352462189132884,0.04303235238612291,0.04869099394490353,0.05566007424822572,0.10608461691581686,0.04357622269088745,0.0677095209007553,Calculus
0.3580436,0.00012259942,0.64134943,2.1807457e-05,2.5892672e-07,0.00037314137,8.922035e-05,0.6047270914416264,0.05699537840485394,0.08402697629701485,0.08614733857619404,0.03993787799451539,0.039261118958822144,0.08890421832697341,Calculus
0.38430747,0.00017972816,0.61370796,0.00014549348,4.895009e-08,0.0016112152,4.8063524e-05,0.22212071559219998,0.050659402811168784,0.1407170214197341,0.13216938762122737,0.06286764923220631,0.05151612707593041,0.33994969624753313,Calculus
0.4506874,0.00028774564,0.5456619,1.5771499e-05,6.284393e-07,0.0032528117,9.377732e-05,0.3674641521179929,0.07731470127810988,0.23139102287594168,0.07064611252880146,0.050600272159268815,0.10425031359736388,0.09833342544252144,Calculus
0.4506874,0.00028774564,0.5456619,1.5771499e-05,6.284393e-07,0.0032528117,9.377732e-05,0.059046324896226084,0.028344056312721234,0.762424213985791,0.028163557222187652,0.03209124696283693,0.03895567868681347,0.050974921933423775,Calculus
0.4053108,0.00013910685,0.58358353,2.6884052e-05,1.1691303e-06,0.010928933,9.5689875e-06,0.25826210794997184,0.15773478905627691,0.03968616171513655,0.06362569092141779,0.08694216610967674,0.3406752262889122,0.05307385795860791,Calculus
0.60281986,0.0021894164,0.3884913,0.001686673,2.1459136e-05,0.00077361136,0.0040176315,0.1819057468180626,0.12578787558375326,0.05285227098848639,0.10734819457448648,0.09982698213874334,0.3688566501702025,0.06342227972626553,Calculus
0.541862,0.006720299,0.40600353,0.03531484,1.5059021e-05,0.00508186,0.005002358,0.38471512832196497,0.06099846825690438,0.19340235356546792,0.056538652184145534,0.1556708300869179,0.0641421781079072,0.0845323894766922,Calculus
0.65654445,0.0017797106,0.33632872,0.0004044924,6.0620972e-05,0.0029902053,0.0018917895,0.0883330122927367,0.13974758017387448,0.5445112197237577,0.031511785993082006,0.08168680238533467,0.07946900126892023,0.03474059816229427,Calculus
0.46157345,0.050351612,0.45835212,0.010206757,0.00041162898,0.009442741,0.009661787,0.08948131071208305,0.03186029714838377,0.4090730711313541,0.07983952261114834,0.04235592750758061,0.045276851417089814,0.3021130194723604,Calculus
0.17603673,0.00024384183,0.82159436,0.00034336137,2.1296414e-06,0.0015985401,0.00018112578,0.15164458735823444,0.0568124786029349,0.057509284986821646,0.12210459979488884,0.11985632482946107,0.0900196307988087,0.4020530936288504,Calculus
0.14710385,0.0005708469,0.843047,0.00038441067,3.82971e-05,0.008631348,0.00022422922,0.47146967507338067,0.037454098092464,0.06944531534056309,0.13266682314227998,0.03037229323122161,0.1248816042704096,0.1337101908496812,Calculus
0.17397416,0.0007062907,0.7893371,0.0006402972,3.712041e-05,0.03525736,4.7651873e-05,0.36482273018616934,0.05163676945618927,0.03703078792461493,0.10959828252879152,0.1026648064383561,0.08709042167663722,0.24715620178924144,Calculus
0.40824693,0.0005567672,0.58867055,0.0009068775,1.1561382e-05,0.00096835586,0.00063893903,0.1282929535457587,0.38093821557241087,0.09318221805304455,0.06692184353202178,0.11316173980599455,0.10103890168200313,0.11646412780876636,Calculus
0.3919723,0.0038022841,0.5740356,0.0008493301,3.2266995e-05,0.02907823,0.00022999596,0.0990209926276781,0.05174898460302834,0.6319510377354413,0.05297912673188581,0.0415134618542683,0.06400293499448735,0.058783461453210666,Calculus
0.42926133,0.008980515,0.55425686,0.0021007133,1.0993775e-05,0.0034093393,0.0019802924,0.14963388125547755,0.011993545407098079,0.02143085824047175,0.4507168780055807,0.011202050042630004,0.014046889305791989,0.34097589774295,Calculus
0.25765994,0.0012771041,0.732353,0.00049905444,1.1006566e-05,0.008033947,0.00016608177,0.40537355253059654,0.08593730452822682,0.08147574839996766,0.12285648092796272,0.0852395619867068,0.05890848793508335,0.1602088636914561,Calculus
0.39182562,0.0011001246,0.5946336,8.3796716e-05,8.953806e-07,0.01231217,4.3844855e-05,0.0740178140523528,0.09399802438001377,0.5081705098093804,0.07632736001906046,0.07291984259518611,0.10214230378389368,0.07242414536011273,Calculus
0.21945988,0.0023683747,0.76064384,0.0022694785,5.371544e-05,0.015094863,0.000109752276,0.4185280614622557,0.09425612313221249,0.05153137362414208,0.14087351224811617,0.058827646045855476,0.10700440791200039,0.12897887557541773,Calculus
0.34393185,0.0067467443,0.61540693,0.001033866,2.8965933e-05,0.032518305,0.00033331584,0.4022845962986858,0.05797550459731807,0.04894127502043763,0.0927473462993996,0.06865695604580832,0.2629500983757602,0.06644422336259045,Calculus
0.95888317,0.0016326744,0.027311074,0.00012243814,0.0016835831,0.009633341,0.00073363894,0.44107010543232944,0.03776469235928431,0.2136589560345431,0.05880473132638852,0.03747342524127633,0.046861552513949675,0.1643665370922285,Calculus
0.8017879,0.010952944,0.17372693,0.006189134,0.00013651623,0.0010629271,0.0061436617,0.3758851791250683,0.03260533651467065,0.21597569799274308,0.06782661891947712,0.04243355169957026,0.04397895090814268,0.22129466484032784,Calculus
0.98374397,7.887075e-05,0.014875213,6.282333e-05,5.6797628e-05,0.0008998174,0.000282645,0.208681566687202,0.11953070283926547,0.16345061165989333,0.1039604143478151,0.07221984327419911,0.23429923299609653,0.09785762819552855,Calculus
0.9671872,0.007889895,0.019156555,0.00025444466,1.0902067e-05,0.0054339417,6.700589e-05,0.13764285498193937,0.028711759766689642,0.6594988422711651,0.046475768303825465,0.028721420488399863,0.026047300639050083,0.07290205354893056,Calculus
0.7312553,0.0017673111,0.2521474,0.003760023,7.072134e-05,0.009662165,0.0013371406,0.380262188135357,0.06346405748914656,0.06827297815731444,0.1345506089909016,0.10175252183340609,0.110516902419485,0.14118074297438934,Calculus
0.44152406,6.946814e-05,0.5579128,0.00013338537,9.615046e-08,0.00034855207,1.1578984e-05,0.3322035951920679,0.2632527317860372,0.09665251493985916,0.05936951068971697,0.11426022745506215,0.08239668990526477,0.05186473003199189,Calculus
0.41008735,0.00032640737,0.58859813,8.979534e-05,7.1577233e-07,0.00075931463,0.00013826207,0.0961869181663082,0.03811156417628543,0.4488298887407985,0.19606447801012117,0.04385564456236427,0.05363612356456083,0.1233153827795614,Calculus
0.41008735,0.00032640737,0.58859813,8.979534e-05,7.1577233e-07,0.00075931463,0.00013826207,0.2273046602985565,0.1066618235595811,0.09976859405829644,0.23444521013527533,0.05489876598939167,0.1706238627166285,0.10629708324227029,Calculus
0.5078505,0.0014591606,0.48709172,0.0029134743,4.3602566e-07,0.00065463927,3.0056823e-05,0.04808566154687528,0.07080696089434134,0.6316020695977376,0.03613925904590087,0.0488748720817395,0.06693633836461245,0.0975548384687928,Calculus
0.32621363,0.3250637,0.17925689,0.025870262,0.0028486466,0.108334534,0.032412294,0.48263832451629846,0.04892187160558351,0.04307948364179842,0.1350893523045765,0.08709201206605217,0.09363894350602771,0.10954001235966322,Calculus
0.9297294,0.0004882924,0.06897177,2.7788492e-05,1.2507868e-08,0.00020027623,0.00058244687,0.3721449966751082,0.0788476284412119,0.1257660626346813,0.18321626917963826,0.055982098233254465,0.0562144655510009,0.12782847928510493,Calculus
